00e8ed7435c5454bf7b45910effc191d19aa34c8,-74.20660840548,186.362101506148,432.44635,289.7932,2,265.274484224037,1672.63818359375,4022.27616615266,0.0730729475617409
07529ce5c1a49c4a897f1cca50fa0819c9f395ba,-64.7707103857627,465.849556947366,1070.9819,828.28046,2,529.265502548677,2426.73811789076,4976.92590623795,0.0808689743280411
4140ecc38440ec246ef753ef9b361863a3fd0aee,-63.6190350055695,154.431866663647,442.55435,338.12634,1,237.943886049113,1608.39899769863,2014.70758089582,0.0367816314101219
df0a56e6f81582ed1013ebd415c36a2f861c0c96,-82.1633871793747,509.454978647227,1749.8989,1507.1975,2,618.428030480497,2651.38717688447,6151.31559232243,0.109444104135036
df9d3ad301a721e8be8e821df367cc54725ba418,-83.8709428126995,315.103328499648,1070.9819,903.28613,3,399.179622646886,1905.56916579939,4669.84117871169,0.0721932500600815
9a87edad20265fa31083e026d4a05ff03415591d,-79.4794745445251,417.559194040822,1480.0065,1285.1361,7,786.448634527867,2614.4772709318,4740.09387649383,0.0839057415723801
b9cc6b86963273b4292ab6dc57ed08c8d17319c8,-81.9281740188599,298.806375503908,1749.8989,1537.3912,3,541.169228260744,3200.88104803738,7797.90833413647,0.125457927584648
3833b77cd4c983f037aac7d1450a5271e3eb4d72,-85.0062972582304,244.745014798878,1258.9917,1103.4272,1,316.305566652991,2012.74166493429,5339.73630553682,0.0573091767728329
cd81530bd10ab5f6e36018d0588c726bc4a02b0a,-77.2388501900893,425.537184414295,1454.5807,1267.4326,1,568.735216582568,2525.44722102694,5649.41099427164,0.0906691700220108
56037a7740620ce300b9f151e9862c42f1a54c27,-77.5151008459238,205.964158691559,1749.8989,1596.1213,1,359.164932302275,2485.62807419451,4254.22711515758,0.0686737075448036
97e8dc2d961dc63b78d18cad338db0d7f4974fbd,-78.7001402378082,334.489628197762,1405.0321,1237.3363,1,538.651878752497,2617.72528761006,5101.55118708438,0.0992507487535477
989a7522134fb2a66478908c9b58fcb2e16c3b91,-81.1014741588957,548.426321096955,1739.8202,1441.0193,3,849.160396277584,2895.96045723292,6728.66941288791,0.105926819145679
99586797cc44e8d299b8af1627efa8bd8a157458,-77.3920346590189,383.206611899528,1514.6002,1217.5203,7,668.244308597361,2593.17430694986,5829.84495846786,0.0923592820763588
733b50a352bdd655ce338618049ad03d03dde55f,-71.9298305328076,251.842576283767,840.2742,664.64734,1,408.795945293037,2515.68207042929,5469.85695279371,0.0704135149717331
735f6746292e79708c882d359bbd02a5f36c6f83,-79.1008356534518,229.89351017608,1749.8989,1536.1602,3,382.014299946604,1364.64416503906,5544.7167931103,0.0627967491745949
d56d67f32d501eb08fc4ddfcdd146b80e2377a9b,-70.5741760730743,278.238811926091,1749.8989,1569.1257,3,512.873033923466,3176.66651181879,6658.69895446824,0.0988575965166092
b352d539325083dcc32c4362ad7c8415f9496b54,-76.5006702863253,250.373903769116,793.1129,600.4809,1,309.24858646277,2525.01990874019,4838.86935220099,0.0644326284527779
b37ec0e8d3efb29196bd2f62235bf0bc202cf72e,-65.492154277288,431.620388250901,1709.931,1533.2867,7,656.543974738247,2648.56048886663,6079.16192942247,0.094612754881382
e0150c754977494d8b5f91315090a0828d99bd33,-82.3304320762937,280.596592200246,647.93896,448.51373,2,378.13835379129,2400.18309003098,4795.52070658852,0.0673255398869514
e025c51a29e9ded24571a1696d56a2a81ccf1ba7,-75.1377193469268,186.507119847466,471.58633,332.99426,1,267.721718734967,1619.59289550781,5798.91484480412,0.0625052750110626
2f0a1226d2f17e5df748a24009770be494ea596b,-76.9424966665415,420.302656161571,1749.8989,1568.0786,3,637.552237903223,2916.34645231725,6599.27926751036,0.112407058477402
936ed3059c256a026f3f0bc3fac215de3ff30b7e,-64.2462043979993,239.528140078166,502.5228,321.74963,1,320.29710301249,1933.13137310989,3878.35899476556,0.0468763187527657
3dd180ac03d399bfa5ee01d7628e50924a8717e7,-73.705327134866,358.130835902882,1488.5802,1214.5786,7,610.658989424144,2263.1259765625,6056.65749084426,0.106277793645859
3e03e8c80446aa5d75de37d06dc64b454d35675a,-68.8678841224084,175.883197102676,442.55435,360.6219,1,265.051174715741,2033.06516564187,3441.25323387505,0.0454535856842995
5c6265d7171bbecf811f799a0acbb644cfc8fad9,-73.7796988670643,473.632278514455,1326.1732,1099.7249,1,612.727429518514,1642.53380345129,3418.48315824981,0.0765781849622726
12b886ef19a4c5b7dd862beeb17a8ac1e48f4fad,-72.6272001266479,170.724319331513,702.5131,554.8293,2,263.398882918667,1843.57666015625,3613.1204033045,0.0768139287829399
